isbn,title,author,publisher,issue_year,price,category_id,thumbnail
9784594090647,寝る脳は風邪をひかない,池谷裕二 著,扶桑社,2022,1600 ,4,
9784046054708,つれづれなる数学日記,鯵坂もっちょ 著,KADOKAWA,2022,1500 ,4,
9784794972972,AIが会話できないのはなぜか : コモングラウンドがひらく未来,西田豊明 著,晶文社,2022,2300 ,0,
9784309254418,カルロ・ロヴェッリの科学とは何か,"カルロ・ロヴェッリ 著
栗原俊秀 訳",河出書房新社,2022,2100 ,4,
9784777521142,たまご大事典 : 「小学生」「主婦」「業界人」-すべての疑問に答える!,"高木伸一 著
I O編集部 編集",工学社,2020,1900 ,6,
9784799110393,ヒトが持つ8つの本能に刺さる進化論マーケティング,鈴木祐 著,すばる舎,2022,1600 ,6,
9784826902342,「欲しい!」はこうしてつくられる : 脳科学者とマーケターが教える「買い物」の心理,"マット・ジョンソン, プリンス・ギューマン 著
花塚恵 訳",白揚社,2022,2500 ,6,
9784478113745,7 POWERS : 最強企業を生む7つの戦略,"ハミルトン・ヘルマー 著
助川たかね 訳","楓書店
ダイヤモンド社 (発売)",2022,1800 ,3,
9784492396674,デジタル増価革命,"森健 編著
此本臣吾 監修",東洋経済新報社,2022,1800 ,3,
9784296114658,AIと人類,"ヘンリー・キッシンジャー, エリック・シュミット, ダニエル・ハッテンロッカー 著
土方奈美 訳","日経BP日本経済新聞出版
日経BPマーケティング (発売)",2022,2200 ,0,
9784862576064,「融和力」混沌のなかでしっかり坐る,天外伺朗 著,内外出版社,2022,1800 ,3,
9784794225900,人はどこまで合理的か 下,"スティーブン・ピンカー 著
橘明美 訳",草思社,2022,1900 ,1,
9784794225894,人はどこまで合理的か 上,"スティーブン・ピンカー 著
橘明美 訳",草思社,2022,1900 ,1,
9784140813539,脳を鍛えるには運動しかない! : 最新科学でわかった脳細胞の増やし方,"ジョン J.レイティ, エリック・ヘイガーマン 著
野中香方子 訳",日本放送出版協会,2009,2100 ,4,
9784152089267,ザ・ロード,"コーマック・マッカーシー 著
黒原敏行 訳",早川書房,2008,1800 ,9,
9784150119270,エンダーのゲーム 上,"オースン・スコット・カード 著
田中一江 訳",早川書房,2013,760 ,9,
9784150119287,エンダーのゲーム 下,"オースン・スコット・カード 著
田中一江 訳",早川書房,2013,760 ,9,
9784150103415,幼年期の終り,アーサー・C・クラーク,早川書房,1979,840 ,,
9784488663018,星を継ぐもの,ジェイムス・P・ホーガン,(株)東京創元社,2017,700 ,9,
9784309462554,銀河ヒッチハイク・ガイド,"ダグラス・アダムス 著
安原和見 訳",河出書房新社,2005,650 ,9,
9784151200533,一九八四年,"ジョージ・オーウェル 著
高橋和久 訳",早川書房,2009,860 ,9,
9784150115319,ディアスポラ,"グレッグ・イーガン 著
山岸真 訳",早川書房,2005,900 ,9,
9784152100672,NOISE : 組織はなぜ判断を誤るのか? 上,"ダニエル・カーネマン, オリヴィエ・シボニー, キャス・R・サンスティーン 著
村井章子 訳",早川書房,2021,2100 ,1,
9784152100689,NOISE : 組織はなぜ判断を誤るのか? 下,"ダニエル・カーネマン, オリヴィエ・シボニー, キャス・R・サンスティーン 著
村井章子 訳",早川書房,2021,2100 ,1,
9784163903316,インテル : 世界で最も重要な会社の産業史,"マイケル・マローン 著
土方奈美 訳",文藝春秋,2015,2100 ,5,
9784296000555,WORK : 価値ある人材こそ生き残る,moto 著,"日経BP
日経BPマーケティング (発売)",2022,1500 ,1,
9784022517975,NFTの教科書 : ビジネス・ブロックチェーン・法律・会計まで デジタルデータが資産になる未来,"天羽健介, 増田雅史 編著",朝日新聞出版,2021,1800 ,0,
9784492047033,Serendipity点をつなぐ力,"クリスチャン・ブッシュ 著
土方奈美 訳",東洋経済新報社,2022,2000 ,1,
9784862762979,デュアルキャリア・カップル : 仕事と人生の3つの転換期を対話で乗り越える,"ジェニファー・ペトリリエリ 著
高山真由美 訳",英治出版,2022,2200 ,3,
9784833423045,鎌倉資本主義 = A Manifesto for Sustainable Capitalism : ジブンゴトとしてまちをつくるということ,柳澤大輔 著,プレジデント社,2018,1400 ,0,
9784408650043,ファンダメンタルズ×テクニカルマーケティング = FUNDAMENTALS×TECHNICALMARKETING : Webマーケティングの成果を最大化する83の方法,木下勝寿 著,実業之日本社,2022,1800 ,6,
9784492047026,非クリエイターのためのクリエイティブ課題解決術,齋藤太郎 著,東洋経済新報社,2022,1600 ,3,
9784326154838,テトラローグ : こっちが正しくて、あんたは間違ってる,"ティモシー・ウィリアムソン 著
片岡宏仁 訳",勁草書房,2022,2500 ,1,
9784255012414,生命海流 : GALAPAGOS,福岡伸一 著,朝日出版社,2021,1900 ,4,
9784408338064,スター・ウォーズ ビークルのすべて,"ランドリー・Q・ウォーカー 著
富永晶子, 村上清幸 訳
高貴準三 監修","うさぎ出版
実業之日本社",2019,3000 ,7,
9784053041432,スター・ウォーズ英和辞典 = STAR WARS ENGLISH-JAPANESE DICTIONARY ジェダイ入門者編,芳賀靖彦,"学研教育出版
学研マーケティング",2014,1900 ,8,
9784800294470,Star wars geektionary : the galaxy from A to Z,蓮見清一,宝島社,2020,4800 ,7,
9784766134858,"""無人地帯""の遊び方 = How to activities in the 'Unmanned area' : 人力移動と野営術","高橋庄太郎, 土屋智哉, 池田圭, 藤原祥弘, 小雀陣二, 矢島慎一 編著",グラフィック社,2021,2000 ,7,
9784532324070,ボイステック革命 = Voice Tech REVOLUTION : GAFAも狙う新市場争奪戦,緒方憲太郎 著,"日経BP日本経済新聞出版本部
日経BPマーケティング (発売)",2021,1800 ,0,
9784105901462,知の果てへの旅,"マーカス・デュ・ソートイ 著
冨永星 訳",新潮社,2018,2700 ,4,
9784152099099,ハウ・トゥー : バカバカしくて役に立たない暮らしの科学,"ランドール・マンロー 著
吉田三知世 訳",早川書房,2020,1600 ,4,
9784991059421,333　ウルトラデトックス,高城剛,NEXTRAVELER BOOKS,2019,980 ,9,
9784296103843,ひとりの妄想で未来は変わる : VISION DRIVEN INNOVATION,佐宗邦威 著,"日経BP
日経BPマーケティング",2019,1800 ,3,
9784295402954,ニューヨークのアートディレクターがいま、日本のビジネスリーダーに伝えたいこと = New York Design Strategies for Japanese Business : 世界に通用するデザイン経営戦略,"小山田育, 渡邊デルーカ瞳 [著]","クロスメディア・パブリッシング
インプレス",2019,1680 ,6,
9784152095459,ホワット・イフ? : 野球のボールを光速で投げたらどうなるか,"ランドール・マンロー 著
吉田三知世 訳",早川書房,2015,1500 ,4,
9784584138953,目からウロコが落ちる奇跡の経済教室 = The Miracle School of Economics 基礎知識編,中野剛志 著,ベストセラーズ,2019,1600 ,3,
9784023318533,世界を知るための哲学的思考実験 = PHILOSOPHICAL THOUGHT EXPERIMENTS for a deeper UNDERSTANDING of the WORLD,岡本裕一朗 著,朝日新聞出版,2019,1600 ,1,
9784861526893,Swimming Pool,"マーリア・シュヴァルボヴァー 著
[ヤナガワ智予] [訳]","青幻舎インターナショナル
青幻舎",2018,3800 ,7,
9784140818213,ネットビジネス進化論 : 何が「成功」をもたらすのか,尾原和啓 著,NHK出版,2020,2200 ,6,
9784766131857,新幹線全車種コンプリートビジュアルガイド = all SHINKANSEN models complete visual guide : 営業車両・試験車両・検測車両,レイルウェイズグラフィック 著,グラフィック社,2018,2300 ,5,
9784309290614,目で見てかんじて : 世界がみえてくる絵本,"ロマナ・ロマニーシン, アンドリー・レシヴ 著
広松由希子 訳",河出書房新社,2019,2000 ,7,
9784768306451,メイキング・オブ・マッドマックス怒りのデス・ロード,"アビー・バーンスタイン 著
矢口誠 訳",玄光社,2015,3600 ,7,
9784499205306,"ガンダム・センチネル : The battle of ""Real Gundam""",モデルグラフィックス 編,大日本絵画,1989,2800 ,,
9784866470672,グランド・ブダペスト・ホテル = THE GRAND BUDAPEST HOTEL : ウェス・アンダーソンの世界,"マット・ゾラー・サイツ 著
篠儀直子, 小澤英実 訳","DU BOOKS
ディスクユニオン",2018,3600 ,7,
9784861523670,山口晃大画面作品集 = Yamaguchi Akira THE BIG PICTURE,山口晃 著,青幻舎,2012,3800 ,7,
9784096822203,若冲原寸美術館100% Jakuchu!,[伊藤若冲] [画],小学館,2016,3000 ,7,
9784033328904,こんとん,"夢枕獏 文
松本大洋 絵",偕成社,2019,1600 ,7,
9784861524295,侍達ノ居ル処。 : 野口哲哉ノ作品集,野口哲哉 著,青幻舎,2014,2500 ,7,
9784844368564,東京夜行 = Tokyo at Night : マテウシュ・ウルバノヴィチ作品集 2,マテウシュ・ウルバノヴィチ 著,"エムディエヌコーポレーション
インプレス",2019,2300 ,7,
9784865061604,BANKSY IN NEW YORK,"RAY MOCK 著
毛利嘉孝, 鈴木沓子 訳",パルコエンタテインメント事業部,2016,2200 ,7,
9784487812158,レゴブロックの世界,"ダニエル・リプコーウィッツ 著
五十嵐加奈子 訳",東京書籍,2019,3600 ,7,
9784408338231,スティーブ・ジョブズ : グラフィック伝記,"ケヴィン・リンチ 著
明浦綾子 訳
林信行 日本語版監修",実業之日本社,2018,2000 ,2,
9784910063157,人類とイノベーション : 世界は「自由」と「失敗」で進化する,"マット・リドレー 著
大田直子 訳",ニューズピックス,2021,2600 ,3,
9784408338972,ハウ・トゥ アート・シンキング = How to Art thinking : 閉塞感を打ち破る自分起点の思考法,若宮和男 著,実業之日本社,2019,1600 ,3,
9784314011693,情動はこうしてつくられる : 脳の隠れた働きと構成主義的情動理論,"リサ・フェルドマン・バレット [著]
高橋洋 訳",紀伊國屋書店,2019,3200 ,1,
9784478016381,ピクサー流創造するちから : 小さな可能性から、大きな価値を生み出す方法,"エド・キャットムル, エイミー・ワラス 著
石原薫 訳",ダイヤモンド社,2014,1800 ,7,
9784105071219,NETFLIXコンテンツ帝国の野望 : GAFAを超える最強IT企業,"ジーナ・キーティング 著
牧野洋 訳",新潮社,2019,1800 ,0,
9784761274061,Appleのデジタル教育 : スティーブ・ジョブズが子供に学ばせたかった,"ジョン・カウチ, ジェイソン・タウン 著
花塚恵 訳",かんき出版,2019,1700 ,3,
9784866630397,ライフスタイルデザイン = LIFE STYLE DESIGN : 「遊び」と「好奇心」で設計するこれからの生存戦略,小澤良介 著,きずな出版,2018,1500 ,1,
9784492533871,LIFE SHIFT : 100年時代の人生戦略,"リンダ・グラットン, アンドリュー・スコット 著
池村千秋 訳",東洋経済新報社,2016,1800 ,1,
9784479393153,武器になる知的教養西洋美術鑑賞,秋元雄史 著,大和書房,2018,1600 ,7,
9784255011110,絵を見る技術 : 名画の構造を読み解く,秋田麻早子 著,朝日出版社,2019,1850 ,7,
9784865282382,急がば廻れ = WALK DON'T RUN : ジワジワ効く8つのひらめきストレッチ,松田行正 著,左右社,2019,2500 ,7,
9784295402947,教養としてのアート投資としてのアート = The Art as Culture and Investment : ビジネスパーソンが身につけたい基礎教養,徳光健治 [著],"クロスメディア・パブリッシング
インプレス",2019,1480 ,7,
9784864106573,絶望名言 : NHKラジオ深夜便,"頭木弘樹, NHK〈ラジオ深夜便〉制作班 著",飛鳥新社,2018,1389 ,9,
9784478107829,苦しかったときの話をしようか : ビジネスマンの父が我が子のために書きためた「働くことの本質」,森岡毅 著,ダイヤモンド社,2019,1500 ,1,
9784781616889,アホになる修行 : 横尾忠則言葉集,横尾忠則 著,イースト・プレス,2018,1300 ,7,
9784087455953,謎の独立国家ソマリランド : そして海賊国家プントランドと戦国南部ソマリア,高野秀行 著,集英社,2017,920 ,3,
9784065124987,大坂堂島米市場 : 江戸幕府vs市場経済,高槻泰郎 著,講談社,2018,900 ,6,
9784330325125,鉄道が変えた社寺参詣 : 初詣は鉄道とともに生まれ育った,平山昇 著,交通新聞社,2012,800 ,6,
9784121024015,応仁の乱 : 戦国時代を生んだ大乱,呉座勇一 著,中央公論新社,2016,900 ,2,
9784062585590,戦国大名の「外交」,丸島和洋 著,講談社,2013,1700 ,2,
9784797673036,世界の辺境とハードボイルド室町時代,"高野秀行, 清水克行 著","集英社インターナショナル
集英社",2015,1600 ,3,
9784991092503,NEXT WISDOM CONSTELLATIONS 2014-2018 : 叡智探究の軌跡,NEXT WISDOM FOUNDATION 編,Next Wisdom Publication,2020,3000 ,3,
9784163906577,隷属なき道 : AIとの競争に勝つベーシックインカムと一日三時間労働,"ルトガー・ブレグマン 著
野中香方子 訳",文藝春秋,2017,1500 ,3,
9784794225115,予測不能の時代 : データが明かす新たな生き方、企業、そして幸せ,矢野和男 著,草思社,2021,1800 ,3,
9784826902212,コンピューターは人のように話せるか? : 話すこと・聞くことの科学,"トレヴァー・コックス 著
田沢恭子 訳",白揚社,2020,2700 ,8,
9784150505554,ヒトの目、驚異の進化 : 視覚革命が文明を生んだ,"マーク・チャンギージー 著
柴田裕之 訳",早川書房,2020,1060 ,4,
9784150505776,カラハリが呼んでいる,"マーク・オーエンズ, ディーリア・オーエンズ 著
伊藤政顕 監修
小野さやか, 伊藤紀子 訳",早川書房,2021,1300 ,4,
9784478109694,考える術 : 人と違うことが次々ひらめくすごい思考ワザ71,藤原麻里菜 著,ダイヤモンド社,2021,1500 ,1,
9784910063034,D2C : 「世界観」と「テクノロジー」で勝つブランド戦略,佐々木康裕 著,ニューズピックス,2020,2000 ,6,
9784305709608,日本人なら知っておきたい世界が驚く日本のすごい科学と技術,"左巻健男 編著
青野裕幸 [ほか] 著",笠間書院,2022,1500 ,5,
9784334045159,見るレッスン : 映画史特別講義,蓮實重彥 著,光文社,2020,820 ,7,
9784532358624,BEYOND SMART LIFE : 好奇心が駆動する社会,日立京大ラボ 編著,"日経BP日本経済新聞出版本部
日経BPマーケティング",2020,1800 ,3,
9784883354955,好奇心とイノベーション = Innovator's Creativity : 常識を飛び越える人の考え方,"坂井直樹 著
松岡正剛 [ほか] [述]",宣伝会議,2020,1800 ,3,
9784908251108,複雑なタイトルをここに,"ヴァージル・アブロー 著
倉田佳子, ダニエル・ゴンザレス 訳",アダチプレス,2019,1600 ,7,
9784866212890,"脳と森から学ぶ日本の未来 : ""共生進化""を考える","稲本正 著
小林廉宜 写真",WAVE出版,2020,3200 ,5,
9784757103870,情報環世界 = INFORMATION UNWELT : 身体とAIの間であそぶガイドブック,"渡邊淳司, 伊藤亜紗, ドミニク・チェン, 緒方壽人, 塚田有那 ほか 著",NTT出版,2019,1800 ,0,
9784152098375,予測マシンの世紀 : AIが駆動する新たな経済,"アジェイ・アグラワル, ジョシュア・ガンズ, アヴィ・ゴールドファーブ 著
小坂恵理 訳",早川書房,2019,1700 ,3,
9784103398912,数学する人生,"岡潔 著
森田真生 編",新潮社,2016,1800 ,2,
9784822283728,チューリングを読む : コンピュータサイエンスの金字塔を楽しもう,"チャールズ・ペゾルド 著
井田哲雄, 鈴木大郎, 奥居哲, 浜名誠, 山田俊行 訳","日経BP社
日経BPマーケティング",2012,3000 ,0,
9784478106204,つまらなくない未来 : ブロックチェーン、AIで先を行くエストニアで見つけた,"小島健志 著
孫泰蔵 監修",ダイヤモンド社,2018,1600 ,0,
9784794972743,水中の哲学者たち,永井玲衣 著,晶文社,2021,1600 ,1,
9784478109373,「ネコひねり問題」を超一流の科学者たちが全力で考えてみた : 「ネコの空中立ち直り反射」という驚くべき謎に迫る,"グレゴリー・J・グバー 著
水谷淳 訳",ダイヤモンド社,2022,1800 ,4,
9784757143555,ニュー・ダーク・エイジ : テクノロジーと未来についての10の考察,"ジェームズ・ブライドル 著
久保田晃弘 監訳
栗原百代 訳",NTT出版,2018,2600 ,4,
9784103512813,アフター・ビットコイン = After Bitcoin : 仮想通貨とブロックチェーンの次なる覇者,中島真志 著,新潮社,2017,1600 ,3,
9784763136817,Creative Selection : Apple創造を生む力,"ケン・コシエンダ 著
二木夢子 訳",サンマーク出版,2019,1700 ,5,
9784487811892,コンピュータ、どうやってつくったんですか? : はじめて学ぶコンピュータの歴史としくみ,川添愛 著,東京書籍,2018,1700 ,5,
9784908062360,マーク・マンダース : マーク・マンダースの不在,"東京都現代美術館, HeHe 編集",HeHe,2021,3500 ,7,
9784833423939,ビジネスの未来 = THE FUTURE OF BUSINESS : エコノミーにヒューマニティを取り戻す,山口周 著,プレジデント社,2020,1700 ,3,
9784910063140,ビジネスと人生の「見え方」が一変する生命科学的思考,高橋祥子 著,ニューズピックス,2021,1800 ,4,
9784309253688,骨から見る生物の進化 = EVOLUTION,"ジャン=バティスト・ド・パナフィユー 著
パトリック・グリ 写真
グザヴィエ・バラル 編
小畠郁生 監訳
吉田春美 訳",河出書房新社,2017,3900 ,4,
9784906905140,アーバンサバイバル入門,服部文祥 著,デコ,2017,3000 ,7,
9784309227375,ホモ・デウス : テクノロジーとサピエンスの未来 下,"ユヴァル・ノア・ハラリ 著
柴田裕之 訳",河出書房新社,2018,1900 ,3,
9784309227368,ホモ・デウス : テクノロジーとサピエンスの未来 上,"ユヴァル・ノア・ハラリ 著
柴田裕之 訳",河出書房新社,2018,1900 ,3,
9784314011532,利己的な遺伝子,"リチャード・ドーキンス [著]
日髙敏隆, 岸由二, 羽田節子, 垂水雄二 訳",紀伊國屋書店,2018,2700 ,4,
9784047369061,親になってもわからない : 深爪な子育てのはなし,深爪 著,KADOKAWA,2022,1200 ,9,
9784861526602,MAINTENANCE,"マーク・パワー, 東京都交通局 著",青幻舎,2018,3800 ,7,
9780714876078,Embodiment,Naoto Fukasawa,"Phaidon Press Limited
Phaidon Press Inc.",2018,11869 ,11,
9781906532109,Sensual Purity : Gorden Wagener On Design,Gorden Wagener,The Conde Nast Publications Ltd.,2016,77725 , 11,
9784309463032,人間はどこまで耐えられるのか,"F.アッシュクロフト 著
矢羽野薫 訳",河出書房新社,2008,950 ,4,
9784750514888,これが好きなのよ : 長新太マンガ集,長新太 著,亜紀書房,2016,2800 ,7,
9784492046906,NEO HUMAN : 究極の自由を得る未来,"ピーター・スコット-モーガン 著
藤田美菜子 訳",東洋経済新報社,2021,1700 ,2,
9784569662039,はじめて考えるときのように : 「わかる」ための哲学的道案内,"野矢茂樹 文
植田真 絵",PHP研究所,2004,619 ,1,
9784344984394,真理の探究 : 仏教と宇宙物理学の対話,"佐々木閑, 大栗博司 著",幻冬舎,2016,840 ,1,
9784492233733,仕掛学 = SHIKAKEOLOGY : 人を動かすアイデアのつくり方,松村真宏 著,東洋経済新報社,2016,1500 ,5,
9784896379273,ASK MORE : 達人が教える戦略的「質問術」,"フランク・セズノ 著
香山りさ 訳",マイクロマガジン社,2019,1800 ,3,
9784314010917,100の思考実験 : あなたはどこまで考えられるか,"ジュリアン・バジーニ 著
向井和美 訳",紀伊国屋書店,2012,1800 ,1,
9784004314844,エピジェネティクス : 新しい生命像をえがく,仲野徹 著,岩波書店,2014,780 ,4,
9784163907383,CRISPR究極の遺伝子編集技術の発見,"ジェニファー・ダウドナ, サミュエル・スターンバーグ 著
櫻井祐子 訳",文藝春秋,2017,1600 ,4,
9784336054104,アート・スピリット,"ロバート・ヘンライ 著
野中邦子 訳",国書刊行会,2011,2500 ,7,
9784334962210,NETFLIXの最強人事戦略 : 自由と責任の文化を築く,"パティ・マッコード 著
櫻井祐子 訳",光文社,2018,1600 ,0,
9784046056160,100年前の東大入試数学 : ディープすぎる難問・奇問100,林俊介 著,KADOKAWA,2022,1300 ,4,
9784562056415,科学でアートを見てみたら,"ロイク・マンジャン 著
木村高子 訳",原書房,2019,2500 ,7,
9784908356094,バスキア・ハンドブック = Basquiat handbook,"宮下規久朗 監修
フジテレビジョン, ブルーシープ 編","フジテレビジョン
ブルーシープ",2019,2000 ,7,
9784422440170,ことばにできない宇宙のふしぎ = SMALL MUSINGS ON A VAST UNIVERSE,"エラ・フランシス・サンダース 著/イラスト
前田まゆみ 訳",創元社,2019,1800 ,4,
9784295406242,世界のマーケターは、いま何を考えているのか? : NEW BRAND STRATEGY,廣田周作 [著],"クロスメディア・パブリッシング
インプレス (発売)",2021,1680 ,6,
9784480864246,金持ち父さん貧乏父さん : アメリカの金持ちが教えてくれるお金の哲学,"ロバート・キヨサキ 著
白根美保子 訳",筑摩書房,2013,1600 ,3,
9784480864253,金持ち父さんのキャッシュフロー・クワドラント : 経済的自由があなたのものになる,"ロバート・キヨサキ 著
白根美保子 訳",筑摩書房,2013,1900 ,1,
9784777521821,「100円ショップ」のガジェットを分解してみる! : 安さに隠された秘密を解明! Part3,ThousanDIY 著,工学社,2022,1500 ,5,
9784887063761,TSUYOSHI TANE Archaeology of the Future : 未来の記憶 : 田根剛建築作品集,田根剛 著,TOTO出版,2018,3900 ,5,
9784023314207,SATELLITE,佐藤健寿 著,朝日新聞出版,2015,3800 ,7,
9784863134188,まぼろしの奇想建築,"フィリップ・ウィルキンソン 著
関谷冬華 訳","日経ナショナルジオグラフィック社
日経BPマーケティング",2018,2700 ,5,
9784756253583,ものがたりの家 = HOUSES WITH A STORY : 吉田誠治美術設定集,吉田誠治 著,パイインターナショナル,2020,2200 ,7,
9784865282894,Pastel : Kyohei Sakaguchi,坂口恭平 絵・著,左右社,2020,3000 ,7,
9783791359007,Virgil Abloh,Michael Darling,Prestel Publishing,2019,9440 , 11,
9784884184100,Coyote 特集　サウナ・フォー・ビギナーズ,新井敏記,スイッチ・パブリッシング,2016,1200 ,7,
9784756249159,ABOVE THE WORLD : ドローンから見た世界,"DJI 編・著
DJI, 大浜千尋 訳",パイインターナショナル,2017,2800 ,7,
9784767824024,世界で一番美しいサルの図鑑,京都大学霊長類研究所 編,エクスナレッジ,2017,2800 ,4,
9784478113271,すばらしい人体 : あなたの体をめぐる知的冒険,山本健人 著,ダイヤモンド社,2021,1700 ,4,
9784422450018,世界で一番美しい深宇宙図鑑 : 太陽系から宇宙の果てまで,"ホヴァート・スヒリング 著
生田ちさと 監修
武井摩利 訳",創元社,2016,3800 ,4,
9784422420066,世界で一番美しい分子図鑑,"セオドア・グレイ 著
ニック・マン 写真
若林文高 監修
武井摩利 訳",創元社,2015,3800 ,4,
9784487810543,おもしろ理科授業の極意 : 未知への探究で好奇心をかき立てる感動の理科授業,左巻健男 著,東京書籍,2019,2800 ,3,
9784422420042,世界で一番美しい元素図鑑,"セオドア・グレイ 著
ニック・マン 写真
武井摩利 訳
若林文高 監修",創元社,2010,3800 ,4,
9781782403302,The Book of Leaves,Allen J. Coombes,Ivy Press,2015-12-21,6418 , 11,
9780714875286,Spectrum,John Pawson,Phaidon Press,2017-11-13,103719 , 11,
9784845920006,オラファー・エリアソンときに川は橋となる = Olafur Eliasson:Sometimes the river is the bridge,"オラファー・エリアソン [作]
オラファー・エリアソン, 長谷川祐子, ティモシー・モートン 執筆",フィルムアート社,2020,3200 ,7,
9784866471310,ウェス・アンダーソンの風景 : 世界で見つけたノスタルジックでかわいい場所,"ワリー・コーヴァル 著
アマンダ・コーヴァル [著]
ドメニカ・アリオト リサーチ&編集
樋口武志 訳","DU BOOKS
ディスクユニオン (発売)",2020,3500 ,2,
9784802510707,円環大全 : 知の輪郭を体系化するインフォグラフィックス,"マニュエル・リマ 著
三中信宏 監訳
手嶋由美子 訳",ビー・エヌ・エヌ新社,2018,3800 ,7,
9784487809301,世界甲虫大図鑑,"パトリス・ブシャー 総編集
丸山宗利 日本語版監修
伊藤伸子, 的場知之, 世波貴子, 中川美穂 訳",東京書籍,2016,6500 ,4,
9784478105511,父が娘に語る美しく、深く、壮大で、とんでもなくわかりやすい経済の話。,"ヤニス・バルファキス 著
関美和 訳",ダイヤモンド社,2019,1500 ,3,
9784903212661,自分で「始めた」女たち : 「好き」を仕事にするための最良のアドバイス&インスピレーション,"グレース・ボニー 著
月谷真紀 訳",海と月社,2019,2000 ,3,
9784296114344,職場のウェルビーイングを高める : 1億人のデータが導く「しなやかなチーム」の共通項,"ジム・クリフトン, ジム・ハーター 著
古屋博子 訳","日経BP日本経済新聞出版
日経BPマーケティング (発売)",2022,2400 ,3,
9784492444665,新しい世界の資源地図 : エネルギー・気候変動・国家の衝突,"ダニエル・ヤーギン 著
黒輪篤嗣 訳",東洋経済新報社,2022,3200 ,5,
9784260016735,弱いロボット,岡田美智男 著,医学書院,2012,2000 ,0,
9784768311295,MOONSHOTS : 宇宙探査50年をとらえた奇跡の記録写真,"ピアーズ・ビゾニー 著
佐藤健寿 監修
藤崎百合 訳",玄光社,2019,4200 ,5,
9784336062895,アルヴァ・アアルト = Alvar Aalto : もうひとつの自然,アルヴァ・アアルト [作],国書刊行会,2018,3800 ,5,
9784866070100,寿命図鑑 : 生き物から宇宙まで万物の寿命をあつめた図鑑,"やまぐちかおり 絵
いろは出版 編著",いろは出版,2016,2700 ,4,
9784862762795,場から未来を描き出す : 対話を育む「スクライビング」5つの実践,"ケルビー・バード 著
山田夏子 監訳
牧原ゆりえ, 北見あかり 訳",英治出版,2020,2500 ,8,
9784295404965,ビジネスパーソンのためのクリエイティブ入門,原野守弘 [著],"クロスメディア・パブリッシング
インプレス (発売)",2021,1580 ,3,
9784000063395,解きたくなる数学,"佐藤雅彦, 大島遼, 廣瀬隼也 著",岩波書店,2021,1800 ,4,
9784344039544,世界2.0 : メタバースの歩き方と創り方,佐藤航陽 著,幻冬舎,2022,1500 ,0,
9784861527418,チームラボ永遠の今の中で = teamLab AT THE NOW OF ETERNITY,南條史生 編,青幻舎,2019,2700 ,7,
9784761275778,バナナの魅力を100文字で伝えてください : 誰でも身につく36の伝わる法則,柿内尚文 著,かんき出版,2021,1400 ,3,
9784802511391,SPECULATIONS : 人間中心主義のデザインをこえて,川崎和也 監修・編著,ビー・エヌ・エヌ新社,2019,3200 ,7,
9784492558041,創造思考 : 起業とイノベーションを成功させる方法はミュージシャンに学べ,"パノス・A・パノイ, R・マイケル・ヘンドリック 著
大田黒奉之 訳",東洋経済新報社,2021,1800 ,7,
9784296110384,個のイノベーション : 対談集,出井伸之 著,"日経BP
日経BPマーケティング (発売)",2021,1800 ,3,
9784873118123,私たちはみなメイカーだ : メイカーが変革する教育、仕事、社会、そして自分自身,"Dale Dougherty, Ariane Conrad 著
金井哲夫 訳","オライリー・ジャパン
オーム社",2017,2400 ,5,
9784046022301,健康の結論,"堀江貴文 著
予防医療普及協会 監修",KADOKAWA,2018,1400 ,4,
9784046059314,ウクライナ戦争は世界をどう変えたか : 「独裁者の論理」と試される「日本の論理」,豊島晋作 著,KADOKAWA,2022,1500 ,3,
9784820729242,EMPOWERED : 普通のチームが並外れた製品を生み出すプロダクトリーダーシップ,"マーティ・ケーガン, クリス・ジョーンズ 著
二木夢子 訳",日本能率協会マネジメントセンター,2021,2800 ,0,
9784798171210,ニューノーマル時代の経営学 : 世界のトップリーダーが実践している最先端理論,森泰一郎 著,翔泳社,2021,2200 ,3,
9784492522295,"イノベーターのためのサイエンスとテクノロジーの経営学 : Science,Technology,and Entrepreneurship",牧兼充 著,東洋経済新報社,2022,2600 ,3,
9784799318683,図解世界5大宗教全史 = THE FIVE GREAT RELIGIONS OF THE WORLD,中村圭志 [著],ディスカヴァー・トゥエンティワン,2016,2200 ,1,
9784296000661,そのビジネス課題、最新の経済学で「すでに解決」しています。 : 仕事の「直感」「場当たり的」「劣化コピー」「根性論」を終わらせる,"今井誠, 坂井豊貴 編著
上野雄史, 星野崇宏, 安田洋祐, 山口真一 著","日経BP
日経BPマーケティング (発売)",2022,1600 ,3,
9784492444689,13歳からの地政学 : カイゾクとの地球儀航海,田中孝幸 著,東洋経済新報社,2022,1500 ,3,
9784105451035,プラネットフォール : 惑星着陸,"マイケル・ベンソン 著
檜垣嗣子 訳",新潮社,2013,7000 ,4,
9784826902380,科学は「ツキ」を証明できるか : 「ホットハンド」をめぐる大論争,"ベン・コーエン 著
丸山将也 訳",白揚社,2022,2700 ,1,
9784777522095,あっと驚く技術力ガジェット改造 : 遠隔監視システム、オモチャの電車リモコン化…既製品の改造,I O編集部 編,工学社,2022,2000 ,5,
9780500518359,The Art of Impossible,Bang & Olufsen,Thames & Hudson,2015-11-17,13927 , 11,
